URL,職種名,会社名,勤務地,本社所在地,郵便番号,住所,採用担当,電話番号,FAX,E-mail,業種,備考,掲載ランク,掲載予定期間,サイト名
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003215952/,"賃貸物件のメンテナンススタッフ","株式会社DAIJU","■東京支店／年末に東京都品川区または墨田区にて開設予定！ ■大阪本社／大阪府大阪市淀川区東三国2-37-3 ■福岡支店／福岡県福岡市博多区博多駅前3-27-24　博多タナカビル1Ｆ ※U・I・Ｊターン歓迎 ※希望勤務地での採用 ※転勤なし 大阪本社／大阪府大阪市淀川区東三国2-37-3 ? [最寄り駅]東三国駅 福岡支店／福岡県福岡市博多区博多駅前3-27-24　博多タナカビル1Ｆ ? [最寄り駅]博多駅",,"5320002","〒532-0002 大阪府大阪市淀川区東三国2-37-3","株式会社DAIJU　 ■大阪本社／ 〒532-0002　大阪府大阪市淀川区東三国2-37-3 TEL:06-6150-7001／採用担当 ■福岡支店／ 〒812-0011　福岡市博多区博多駅前3-27-24　博多タナカビル1Ｆ TEL:092-452-5100／採用担当",,,,"建設・プラント・不動産 > 設備管理・メンテナンス",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003143969/,"稼げる仕組みで未経験3年目・年収650万！／車買取・販売営業","Ｗｏｈｌ株式会社","◆東京都内の各店舗 ★転勤なし ★マイカー・バイク・自転車通勤もOK！ ★U・Iターン歓迎！引越し手当あり！ ★直行直帰もOK！ 希望を考慮の上、下記いずれかの勤務になります。 ◆西東京営業所／東京都西東京市東町2-16-25-402 ＜西武池袋線「保谷駅」から徒歩9分＞ ◆BEAVERS（ビーバーズ）／東京都練馬区東大泉4-11-7 ケイシンビル101 ＜西武鉄道池袋線「大泉学園駅」から徒歩8分＞ ",,"2020012","〒202-0012 東京都西東京市東町2-16-25-402","Wohl株式会社 本社／〒202-0012 東京都西東京市東町2-16-25-402 TEL：042-439-9791（採用担当）",,,,"小売 > 自動車ディーラー",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003279464/,"「月刊ブシロード」のコミック編集者","株式会社ブシロードメディア","本社/東京都中野区中央1-38-1　住友中野坂上ビル ※転勤はありません。 東京都中野区中央1-38-1 ? [最寄り駅]中野坂上駅",,"1640011","〒164-0011 東京都中野区中央1-38-1 住友中野坂上ビル","〒164-0011 東京都中野区中央1-38-1　住友中野坂上ビル（本社） 株式会社ブシロードメディア　採用担当",,,,"その他 > その他",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003268996/,"焼却プラントの運転管理／未経験歓迎／プライベート充実","株式会社ダイカン","【転勤なし】【U/Iターン歓迎】 堺事業所もしくは本社に配属となります。 ※住まいや希望を最大限考慮します。ご相談ください！ ■堺事業所／大阪府堺市西区築港新町3-31 ┗最寄駅：南海線「石津川駅」 ┗マイカー通勤可 ■本社／大阪府大阪市鶴見区焼野3-2-79 ┗最寄駅：大阪メトロ 長堀鶴見緑地線「門真南駅」より徒歩15分、「鶴見緑地駅」より徒歩20分 　　　　　京阪本線・大阪モノレール「門真市駅」より徒歩25分 ★最寄駅から自転車通勤の場合 、駐輪場代は会社負担いたします！ 堺事業所／大阪府堺市西区築港新町3-31 ? [最寄り駅]南港東駅 石津川駅 本社／大阪府大阪市鶴見区焼野3-2-79 ? [最寄り駅]門真南駅 鶴見緑地駅　門真市駅",,"【本社】大阪市","【本社】大阪市鶴見区焼野3-2-79 【堺事業所】堺市西区築港新町3-31","〒538-0037 大阪府大阪市鶴見区焼野3-2-79 06-6913-2222／採用担当",,,,"建設・プラント・不動産 > プラントメーカー・プラントエンジニアリング",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003210155/,"反響営業メイン／年休120日以上／完休土日／業界未経験歓迎","メディバンクス株式会社","東京都渋谷区千駄ヶ谷3-4-23　ビクトリーガーデン203 ※転勤なし 東京都渋谷区千駄ヶ谷3-4-23　ビクトリーガーデン203 ? [最寄り駅]北参道駅 より徒歩6分",,"1510051","〒151-0051 東京都渋谷区千駄ヶ谷3-4-23ビクトリーガーデン203","〒151-0051 東京都渋谷区千駄ヶ谷3-4-23ビクトリーガーデン203 株式会社メディバンクス TEL：03-5730-3664／採用担当",,,,"インターネット・広告・メディア > Webマーケティング（広告代理店・コンサルティング・制作）",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003277963/,"事務スタッフ（未経験歓迎）完全週休2日制・残業なし／私服OK","株式会社澤昌","東京都大田区東海3-2-6 ※転勤なし ※U・Iターン歓迎 ※車通勤可（従業員駐車場完備） 【アクセス】 ■JR「品川駅」東口・港南口から都バス 「大田市場行き」乗車、終着点「大田市場事務棟」下車（乗車時間30～40分） ■JR「大森駅」東口から京急バス 「大田市場行き」乗車、終着点「大田市場事務棟」下車（乗車時間20～30分） ■京急「平和島駅」から京急バス 「大田市場行き」乗車、終着点「大田市場事務棟」下車（乗車時間10～15分） ■東京モノレールご利用の場合 「流通センター駅」より徒歩15～20分 東京都大田区東海3-2-6 ? [最寄り駅]流通センター駅 ／大森駅・平和島駅よりバス約20分",,"1430001","〒143-0001 東京都大田区東海3-2-6","株式会社 澤昌（さわしょう） 〒143-0001 東京都大田区東海3-2-6 TEL.03-5492-3001（採用担当／井原） ―――――――――――――――――― お電話でのご応募も大歓迎です。（8時～17時／水曜・日曜除く） 応募に関するお問い合わせも随時受け付けております。 ※営業電話は固くお断りいたします。ご遠慮ください。",,,,"商社 > 食品・飲料・たばこ",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003202162/,"正社員募集／機器管理スタッフ／数々のイベント成功を支えます！","株式会社シネ・フォーカス","※転勤なし【ハードロジスティックセンター】埼玉県川口市新井町14-5 ■U・Iターン歓迎 ＜アクセス＞ ■埼玉高速鉄道「川口元郷駅」2番出口より徒歩12分 ■JR「川口駅」東口よりバス（舎人団地行き・弥平新田・入谷町・朝日六丁目経由）乗車7分、 「元郷一丁目」バス停下車後徒歩5分 埼玉県川口市新井町14-5 ? [最寄り駅]川口元郷駅",,"1040041","〒104-0041 東京都中央区新富1-1-7　銀座ティーケイビル","株式会社シネ・フォーカス 〒104-0041　東京都中央区新富1-1-7　銀座ティーケイビル TEL：03-5543-1814 採用担当",,,,"商社 > 計測機器・光学機器・精密機器・分析機器",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003256726/,"食べログの提案営業／月間新規契約業界1位／前年比250％成長","エス・シー・テクノロジー株式会社","東京・札幌・仙台・名古屋・大阪の各オフィス ※勤務地は希望を考慮 ※U・Iターン歓迎 ※転勤は基本的にありません ★エントリーフォーム末尾「企業からの質問」の希望勤務地にチェックをお願いします ■東京 千代田区東神田2-6-9 アルテビル東神田6F 「秋葉原駅」「岩本町駅」「浅草橋駅」「馬喰町駅」より各徒歩5～8分 ■札幌 札幌市中央区南3条西8-2-1　SAKURA-S3　B室 「すすきの駅」より徒歩4分 ■仙台 仙台市青葉区中央4-10 キャピタルタワー2F 「仙台駅」より徒歩3分 ■名古屋 名古屋市中村区名駅南1-17-10 SUZU1-05ビル2F 各線「名古屋駅」より徒歩10分 ■大阪 大阪市北区梅田1-3-1　大阪駅前第1ビル10F 「西梅田駅」「北新地駅」「大阪駅」より各徒歩2～8分 東京／東京都千代田区東神田2-6-9 アルテビル東神田6F ? [最寄り駅]馬喰町駅 札幌／北海道札幌市中央区南3条西8丁目2-1　SAKURA-S3　B室 ? [最寄り駅]資生館小学校前駅 仙台／宮城県仙台市青葉区中央4-10 キャピタルタワー2F ? [最寄り駅]仙台駅(地下鉄) 名古屋／愛知県名古屋市中村区名駅南1-17-10 SUZU1-05ビル2F ? [最寄り駅]名鉄名古屋駅 大阪／大阪府大阪市北区梅田1-3-1　大阪駅前第1ビル10F ? [最寄り駅]北新地駅",,"1010031","〒101-0031 東京都千代田区東神田2-6-9 アルテビル東神田6F","エス・シー・テクノロジー株式会社 〒101-0031 東京都千代田区東神田2-6-9　アルテビル東神田6F TEL　03-5822-1800／採用担当",,,,"インターネット・広告・メディア > Webマーケティング（広告代理店・コンサルティング・制作）",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003199074/,"不動産広告ポスターの提案営業（既存顧客95%）","株式会社アクセス・ワン","【転勤なし】神奈川県横浜市神奈川区反町4-30-11 （株式会社アクセス・ワン）／神奈川県横浜市神奈川区反町4-30-11 ? [最寄り駅]反町駅 より徒歩4分",,"2210825","〒221-0825 横浜市神奈川区反町4-30-11","株式会社アクセス・ワン 〒221-0825 神奈川県横浜市神奈川区反町4-30-11 TEL:045-317-6988 MAIL:accessone1@nk-access1.co.jp 採用担当",,,,"インターネット・広告・メディア > 専門広告代理店（雑誌・新聞・交通・屋外・折込など）",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003182345/,"セールススタッフ／ノルマなし・残業月10h以内・5名以上採用","ＪｉｍｍｙＣｈｏｏＴｏｋｙｏ株式会社","【ジミー チュウ 渋谷スクランブルスクエア店】東京都渋谷区の勤務となります。 札幌（北海道札幌市）、横浜（神奈川県横浜市）、京阪神（京都府京都市・大阪府大阪市・兵庫県神戸市）、広島（広島県広島市）、福岡（福岡県福岡市）、熊本（熊本県熊本市）の店舗でも募集しております。 東京都渋谷区渋谷二丁目24-12 ? [最寄り駅]渋谷駅 徒歩1分",,"1070052","〒107-0052 東京都港区赤坂8-5-34 TODA BUILDING青山8F","【ＪＩＭＭＹ　ＣＨＯＯ　ＴＯＫＹＯ株式会社】 〒107-0052　東京都港区赤坂8-5-34 TODA BUILDING青山8F 採用担当／03-5413-1241",,,,"小売 > 専門店（アパレル・アクセサリー）",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3002906011/,"測量士・測量士補／安定基盤で大規模案件多数／年間休日129日","株式会社イム測量設計","東京都杉並区下高井戸4-8-4 星友ビル ◎京王線「上北沢駅」徒歩5分 ◎京王線「桜上水駅」徒歩10分 ※転勤はありません！ 東京都杉並区下高井戸4-8-4 星友ビル ? [最寄り駅]上北沢駅",,"東京都杉並区下","東京都杉並区下高井戸4-8-4 星友ビル","〒168-0073 東京都杉並区下高井戸4-8-4 星友ビル 03-5357-3678 ※「dodaを見た」とお伝えいただけますと、スムーズにご案内できます。",,,,"建設・プラント・不動産 > 設計事務所",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003244516/,"経理（実務未経験歓迎／残業月20h以内／住宅・資格手当あり）","株式会社ＢＬＩＳＳ","＜東京本社＞ 東京都文京区湯島3-36-3 ＜アクセス＞ ■千代田線「湯島駅」徒歩1分 ■銀座線「上野広小路駅」徒歩3分 ■都営大江戸線「上野御徒町駅」徒歩3分 ■JR「御徒町駅」徒歩5分 ※転居を伴う転勤なし 東京本社／東京都文京区湯島3-36-3 ? [最寄り駅]湯島駅 徒歩1分",,"1130034","〒113-0034 東京都文京区湯島3-36-3","株式会社BLISS 〒113-0034　東京都文京区湯島3-36-3 TEL：03-5816-6611／採用担当",,,,"建設・プラント・不動産 > 住宅（ハウスメーカー）",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
https://doda.jp/DodaFront/View/JobSearchDetail/j_jid__3003277220/,"2t・4tドライバー　30～40代活躍中！未経験大歓迎！","東京トラック運送株式会社","◆葛西支店 　∟東京都江戸川区臨海町4-3-1　葛西トラックターミナル内 ◆江東センター 　∟東京都江東区新砂1-13-13　新潟運輸内 ◆板橋支店 　∟東京都板橋区高島平6-1-1　板橋トラックターミナル内 ◆足立センター 　∟東京都足立入谷6-1-1　足立トラックターミナル内 ",,"東京都江東区新","東京都江東区新砂1-13-13","03-5635-2777",,,,"運輸・物流 > 道路貨物運送業（宅配便・トラック運送など）",,"C","掲載予定期間：2019/7/29（月）～2019/10/27（日）",doda,
